account_uuid|account_value
91e9ae45-b32b-4a35-b852-3bffdc8a847e|1759
91f1dc2a-98ae-4f64-af35-8f9a4133c3a9|1845
91f8ed86-fc2a-41d5-9bed-1906367c1e62|1075
920158df-1167d-c42d-c3eb8-1eb2f130ea|7328
9221cf47-b015-4dd7-a087-00203dacf6f7|1129
92415467-58e8-40a6-be49-228ac883850e|983
925a9801-fa21-4cbf-a883-7b67651ef8a5|325
926e3006-911f-46f2-8b6e-a09d7ea7c82b|1174
92974a68-a9b4c-e5af-16f85-e1962e6f19|0
92b57760-03656-61be-723e5-7ba7ced14a|0
92d05204-b6a3c-4b08-bb153-8b2059eeca|2675
92e65e8f-522e4-6d37-608a4-1e9c9a6b0f|644
92f32d11-fa787-d9d9-11d5a-2ff8f503f9|1526
931f1a1c-7fffd-f49f-5da5b-c30da6a8fc|918.75
932707a2-469a3-fcd9-a666f-920f4eadf4|776.73
933afe3f-cfb96-21b0-0792c-51496d5841|1137.5
933ca359-50165-6ad8-50804-6cc75f6b96|821
936d3cab-85278-0a82-b15d7-f9fb900601|500
93788012-85fd7-4342-d7ef9-b75822ff9b|18478
93820c04-37ac-4747-a0c9-42e73f8daa89|271.5
939cea89-d898-4571-a7ba-21a1057b4144|796
93c421e2-65d8-4e3d-90ad-af692659cfb9|400
93d30fa7-5911e-9f94-45d53-5fbbdbf4e2|0
93ea4906-4d50-449b-a77b-da0958385c88|914
9412ba6f-5227d-49c7-c2504-80a1465eac|6699.9
944460c4-73cda-fcad-c9d15-3ca4cae896|2245
94536a8a-1c2f3-f9b9-d78af-d197be2d88|1036
9471dd1e-a8fd5-d12d-ecfb0-1dbe7e5107|0
94899b11-55305-585b-d6a82-73aa81cff1|750
94a4f03d-60187-6f62-ede10-f7ea3020a4|550
94b1becf-1eeb6-8074-88029-b7d1a9e427|1890.35
94e288f1-2dfa-4437-be73-59b44c53689c|750
94efcd04-242e8-a2ac-4d10c-b84318cf4d|0
94f7950a-6555a-14d9-92217-f3932f7ded|350
952002bf-66975-0720-9460b-6d25ff8f45|530
9546a1b2-b0109-dbd0-18fd0-c913db6a6e|2648
9551fba8-7a88-4b31-88c7-a2f38786fbe9|1497
956b0a98-18397-751c-73da7-254db1de6a|495
95ac4440-5c8a4-3166-9354d-eff5d12d6a|0
95b4efb5-4736d-d09a-ae859-b40575eb01|2119.14
95de0b0c-2c13-4519-bec9-80fa2646e56e|426
95e9493d-89f91-6801-cb0bf-d8649063cd|500
960c3d5a-31c9-4360-9c4f-8ba1adc1ae36|3260
965d78ea-70c6f-9548-71a2f-83b77384c8|713.24
96bf68e5-ae13-408b-ab15-dabe91600cce|1006
96c02732-4b035-c591-4984b-b49ae7beb0|15723
96c3d85d-2dcf-459f-a1f7-689bcf00563e|0
96c8bb3e-89e1-4a08-b0e5-2ff3988ded30|0
96f9f2a5-f722-4e8d-9799-3e8deb1f188e|350
9708488e-64c8-4293-bbe8-5990b05538b4|350
970a4353-2fee-4d09-9b21-4aa21e25e8c9|0
972888fe-77d0-4920-8b3a-a46bcba08f7b|7903
9728db25-511fc-fbb2-ef1ab-9cf3e014b5|3994.31
974cf0a9-be38-4fdd-9dcb-acef67f7009a|1153
975ac8dc-05da7-58f8-5ebc9-bf2e8bd46e|578
97800ecc-0dad9-1955-31013-6546769bbe|1725
978796ab-bda6-41f6-81e0-f9a8ca6c0ddd|4036.7
97a4af36-78b50-8e15-c723e-1a1aa31451|475
97b7cfab-1015-473e-bc36-f2e0afd3abbc|495
97e2fc4d-c05cb-d04d-1115d-e7149fc94e|500
97ecce51-3930a-d9d0-47cf9-6c3d89e062|1305
98175c8c-c8a1-4b27-b24b-9e843872451a|530
981acf87-e358-4d73-b3dc-555375dc0273|850
981c78d6-2d68-44cb-b8de-266f470efb3c|3112
98763916-2e498-eb3e-276fa-6a26211725|1030
9876abe7-72eb-4f99-af86-abe1aeecf71a|500
98a8c3c8-7d3b7-43df-0a047-64cfc5b50d|400
98af3fae-b76b6-afaa-149c8-a8918780cb|1010
990187e2-31dc2-1c7d-1a4c4-3f7e3635fa|350
99238bd4-9301b-2a42-9f0a3-cc3982afd9|1010
99309a61-60fe0-1f12-8a198-54b233ab4b|650
9980005d-221be-b91a-a1cf9-e24b98e6cf|695
99896cec-3592a-cd5d-3d579-789e181726|600
99cd86b0-87731-3c2b-61176-796522b1e5|1500
99d33533-beb4-4b82-832f-873a844dc710|784
99db138e-8de8-4580-be46-e2fe82b90820|641
99e38939-6b33-4e46-82dc-f9ca371d482a|9667.24
99e462de-cfcc-40f2-81a6-df3a99c41c00|1922.08
99e476f5-5fe52-409b-7f4e2-080336f110|859
99fdb8e0-262e-470f-9639-4ce3698a152c|992
9a08cc02-16c83-18df-95249-28648be6b7|2213
9a1718a2-e23f-4bf6-93bd-9c140fda1db3|3596
9a3fb24b-d3091-d9cf-abaa1-5305c9764c|504.51
9a479983-9e7e-44bf-8790-e666f437217c|966
9a83e4e8-1769a-75b4-6c06c-e928013adb|2601
9a92a068-50fc8-ad16-13df1-8a4b2e2037|776
9a9ceb61-cf73d-f176-ea73c-025f22bce5|935
9aaf3e5b-11b5-4b96-852b-f9549848cd99|503.91
9ac06d34-28c0-4da2-98dd-d20c615028d2|0
9ad98354-b5946-db1c-f4dfa-0760fe981b|2663
9ae536e0-a780e-75ea-16ed4-b881957121|350
9b158f04-b1e69-4f8d-04acb-6dd8533c35|6463
9b1b3824-3d0a2-c5f3-8bffe-88916125dc|506
9b2273ca-7453-4f1c-8175-953986af7bc4|6343
9b366966-9ac58-7a78-d7bd4-469d4ec3fe|500
9b443ed1-c4bb-4e4a-a598-ff862e6ef9e6|1263
9b5c3306-c0fc-4290-92d6-52c9c66e0969|500
9b62339e-7498-4312-a425-cfadfec2fad9|4132
9b6ae702-5f36-45ab-bbcd-6145a033e06c|350
9b7715d1-2f6b4-288a-f4463-bf903aab26|563
9b7b66a7-a35d-459b-9068-5c1f4f435273|500
9b858e53-409d1-69ea-b6474-675e26d131|1453
9bb0f28a-5e99-40fa-95ed-c05cc20de37e|2174.97
9bc2db31-a687-4949-a506-22418b456463|0
9bdf6373-f943-4c23-861a-7311451743fe|1000
9bf11f83-51b97-ec8c-89afb-bb1dff326d|1839
9bff6ed6-272d1-4edf-4b13a-8199a46cf1|2962
9c18ca5f-e777-4ee0-8dbf-501a652af957|492
9c2442cf-4a5e8-a4cc-1aefe-0816bb099f|650
9c441fc3-2b8f-478e-9566-52ffe11fb503|700
9c76e18d-bf652-9512-1b05f-652d2d266c|216
9cb9fe3b-6b77-4ae3-84fb-1afe372293d1|995
9cbd0abc-5f50b-9133-5010c-939ce524c4|1022
9cc5d00a-3a679-43d1-e968a-0f1222f21a|3799.23
9d085cb6-c2aa9-0772-2ecc3-b71c59d670|1283
9d5904e2-0a1b0-266e-cf418-0cb971f4fc|1468
9d7d4bad-3723-4ad1-b374-f8ffec789abe|539
9d8a7a1e-26a3-406d-9134-9303f2e2d328|1935
9d9d97a3-f3c07-5198-b76c8-9c2a0732d4|1719.4
9d9eedaa-b988-46aa-b3a6-2591481993d8|500
9da7b526-21cca-4ce1-be02a-9deee00ece|11404
9db77433-7fb70-f0c6-41824-1f3165e6ce|950
9de04968-e8aa-444b-8f42-e82d11cd2693|1288
9de88d99-47108-4666-98ee8-6705677844|350
9e38c1d3-a552-4d4b-9ffe-c2e9cbc4f2dc|758
9e753ec4-6c1c-4f8d-aef8-dfebb0487f39|18551
9ec84112-d5bd2-159f-4fad5-0db4195649|3233.14
9ee778cd-f9043-f32d-cb164-e0733a44ac|844
9f37fe13-d6570-5670-646c1-548cb431ab|1697
9f3d4f64-aa717-5dcb-4fbfd-48fa37ac32|0
9f5658b6-3793c-d0aa-9bb6c-ee52ce5778|4454
9f58a5ec-034ce-f13e-7868e-1189414b7a|2680
9fac623b-e281-4c05-8b5c-7539b4202b3f|4927.75
9faed89d-ab1a-4f74-a6f6-0950c4bd4057|346
9fe40336-ae9f-438b-b9c0-3347a0283ecb|477
9feeb5e2-9893c-90e6-4fcd1-4fbbbe44c7|3137.05
9ff0dec7-1a9ba-9ece-4c971-9230d2347c|667
9ff89d20-7d54-468a-9a6a-8c2a6dda26b7|353
a03ce9ca-a0e8b-e87e-083c2-ca30bc4642|610
a0401a66-09d0c-1e24-45bb7-cef0e6f731|500
a05cc2eb-28645-735b-012c5-51acc65df4|3747
a0621b8d-0562a-383c-a1bc8-3f918998e3|1971.48
a0a09d95-e53d5-bf06-80265-d9334015b7|475
a0b64c21-4d29-4f90-92f9-ef941a6158cf|767
a0cc4c51-53071-38fa-844c0-c8f41546ba|500
a0d59f0c-7d9a0-2457-40236-4379d21056|530
a0dec056-f528-4e10-8258-7f65ff8758e4|1740
a0e00b92-d6f3-486d-8645-41266e9706af|6103
a0ea16e9-abb2-44d0-8d0f-b8c392058182|500
a0fef719-4931-4d6e-87ca-45da4432c0ce|1053
a116bbfc-4cab-408c-94eb-9dc321d1eecd|530
a14fd59a-3e81-43d7-84f2-f36e9299f817|1306
a152e69b-667cb-91fb-12b5f-3bc7c85a34|0
a16404c2-12ca0-32fd-50abc-bf06eb160e|901
a1909b93-80165-1425-06fe4-a81236d7c6|1791.63
a19af69c-c40aa-ba4c-46afb-10df1bc978|7381
a19c284d-8197-4cde-adc7-880e0aa8aa5f|850
a1abe9bd-3054c-9689-fb84e-bf58dd86f5|1479
a1f467c8-06e9-4f4a-8b9a-49738a9fab0d|750
a2192dde-b5500-2cee-2b8d3-5a44fbd62c|3502
a248d74f-e94f-46b8-806f-6db9bef23ea7|2843
a24d0740-f820-4dcc-86b7-2fe0ec9ccae0|995
a27415e2-5afd-40e7-93dd-1bdd82a80c29|1346
a28ffe43-62c2c-5934-e34fe-fcddcd6c56|971
a2a3ae86-24475-440d-c5b0c-2bef24a604|700
a2ab051d-435bb-506d-50036-b83312745e|3325
a2cd5921-5830-4ae5-a90e-5407d81abd65|905
a2e18499-d3904-6a8d-e8c9f-08f2a51b86|41054
a2f200f0-d9d69-029d-4c8d6-0109b73b3f|0
a31217af-e4e60-716b-97f35-31cf10e2c7|350
a371aa03-ae99d-9bb9-831e5-bf96482e02|796
a3a315a2-c270-49d2-b8f2-42a747eeec1e|3222
a3c0625a-31136-b41e-daf5b-d16dabfc84|1951
a3dbd8e4-2db8e-e11b-da205-f149e4bc71|3268
a3efa606-d3098-960a-bf1e5-d287278b5c|350
a406327e-c95b-4b8f-8d80-a5ddc9ee3b51|954
a40fb55c-0e6c-4ef2-a2ba-02ac86478654|780
a42c4dbd-2b4d9-3740-67e5b-4cf4eec8d5|500
a44e8695-8f0e1-85f9-4a3be-abacf3fdea|0
a4649b74-223a-4112-b218-a397500c043a|0
a5175d93-86d7-4c9c-8f13-549100394db5|4488.01
a51c40d8-c64ea-8ee2-85cc0-390ab6fdb9|1893
a5501e66-474a4-5af7-8847e-4d7b68542e|500
a5691dda-4deb3-1eea-5d7f7-7851be6716|966
a56b80d8-3b0ce-ddd4-274cf-d96fbf4c1a|0
a571b04a-c6b8f-0ee5-05037-22fb2cf9a7|1350
a577942a-0688b-0162-609f9-9b450a6152|2672
a57e190a-802c-4d14-a932-a2f73fc24576|1814
a57f8b39-82ac-4e17-b2e9-f159a435be0f|868
a583cae9-5830e-3d59-52dac-72c545798b|1700
a58584b7-c401b-7dcf-d3810-b2f67e1674|984
a5afd67d-a7f74-3ab0-764cf-eab29b7ea0|3897.25
a5b6ad64-e6fae-c7de-c84c7-dab2c0cf6b|796.95
a60c20c0-d09dd-7e9b-15365-570a2fbbbd|3495
a66fe243-17b11-f951-f1335-9a1d575e65|4549
a6788142-75b4f-5e05-b8f59-394140489f|1348
a6b5af41-a855d-a8f5-76014-2b1fe98c7d|842
a6bcfa0f-eb7b-446d-adb1-17359922b61b|500
a6d7c8ea-e8d70-0683-f5244-911348c338|784
a6e6a16c-84b5-407d-a5b2-42c61b7321a6|2924
a6fc6738-06b7-419e-b02d-4b1a75c29af2|965
a6ffd93b-95c8a-df66-31cc5-b5124f7c17|500
a7104ece-97e61-d6cc-0754f-16eddd5cc7|713
a738daf7-0dd2f-9200-2aab1-470d6e13a5|275
a73f2140-efff2-b6d5-134ed-658969e1d9|696
a76049a1-da441-84ed-ea7cf-af1fb9526d|400
a7608397-6eae4-14f1-c07a1-f8e46e8deb|637
a76a7356-f7f5-49ab-afb8-4ba98db5cef1|1497.32
a7c0eaad-19857-cb5e-e0d74-7ebc62d323|1351
a7da65ec-abc1b-7a19-c2b88-f42e4932ca|3792.55
a7f1846d-749e-417f-9186-ddae9f0c162b|0
a80032b6-90799-0fb6-e380f-1127c06c3a|578
a80d3547-89a9-40e0-b546-dfd967723b81|900
a824117a-c006-45d3-ba8f-c348ac1297a5|0
a82dc323-94ebb-d612-62e9f-69e2c23f7a|850
a82f2a89-65927-34dd-db721-14162c1587|1942
a83b4a35-29ae-4a9d-9119-b0527a0cf7a7|18926
a844c718-6860-4862-b872-c7ab9f1c48c5|4757
a84e15d8-8d27-4c3d-9806-74d699bd95e1|1556
a88eb5d2-cd765-be36-8c1ed-bdc3c0258b|1257
a8971b96-3f9a4-08c3-79c87-bd8434c422|0
a8cfe6f7-51d6a-eb3d-be982-bab284574b|500
a8e49cbe-1e691-54f0-32a65-27297ddd2d|3792
a8e9e5e2-d410a-5905-a93f3-68c836f8d4|3794
a901d04d-8bbcb-0b2b-38eef-5b8a3c0da6|21561
a9094d1d-cd33-4c81-acbd-fa761390acfe|1286
a936fde7-a60cb-6128-c2905-c280c9cd6e|400
a937b917-e085f-ee7a-647d8-a05697416e|352
a9408e75-28371-e041-501a8-80ba044f75|915
a9413594-091a-4588-8c6c-da6a8ef9ea2c|500
a9426647-63cd-4172-833d-b93b9abcf903|1495
a95f169a-e746b-7826-4bdb9-bf94d20307|51487.54
a9a41755-dfb4c-9e1f-a8e61-2f41e8f23d|1558
a9c9f719-74bef-e5ff-6aed8-d53b02a9cb|1375
a9d5f371-9ec5-4ee8-b54b-45beba605e46|1635.12
aa317b61-4721-4eed-a7cb-978df8d9b0c0|1170
aa3ed4ca-cbbc-4697-8a49-976d8c0682ab|500
aa51571e-fc641-64be-a764a-1dd5e79a12|1975
aa549deb-5238a-3c14-c758c-b734314d15|1480
aa5e37cc-f064e-e737-584cb-a3ab891b2b|1190
aa720c38-6c26-40c7-aabd-b6589fb243f3|805
aaa1beb5-1bca8-efb7-90300-579a138f93|36532
aabed8b6-156e0-cd61-ee661-cb2352c5cf|4447
aac08c01-bc574-2cab-deecf-1991c8bc7e|733
aaf387bd-fb2e0-1f84-57610-6c2c3300e2|2962
ab158ad9-924a5-c2d0-8b360-730638e166|3752
ab18ee12-f0a37-76fd-783c4-5291c5581c|2371
ab3be961-327dc-1850-311d0-dc3d6731ac|1162
ab462ad0-9c992-4122-73a68-d10673e72c|575
ab4a571a-ac47-4948-9d32-17f1bd891c47|696
ab6b5248-bb109-3861-7eb2c-fdeeecf261|566
ab707e4e-4474-4b0e-a62f-2feb014f60dd|1168
ab90d043-4c394-53ae-2473d-ee1b5296e9|1476
aba553dc-93382-3f74-02761-abdb44ff94|4808
abaaaed8-df4ec-c37f-29769-1e21da7589|7153.78
ac10bb18-b3ec7-b9b1-df74f-e27d85c8a4|3696
ac1b1f69-d2f48-c1bd-28dd0-4f284d1fcb|1500
ac20d36e-54666-c420-568f9-53ec69beae|1033
ac3032ca-eec0-42f5-be89-30e1659a0591|2213
ac8915c8-1ee6-4ec1-8a34-6c59101354ad|3123
ac8de375-6b559-9fb6-504ab-b5b5d82653|400
ac98a3c1-a5878-97b9-c1c44-d71b981578|4537
acbc8279-6ccb3-5e4a-144f5-0f9def628e|0
acc424a4-1e5ff-cc98-91269-67acca9188|3104
acc567c7-d5dd5-7c66-8b4e2-d4a56f1c6c|504
ad237e57-b6a69-b00c-bfe60-19a48f4a00|6821.64
ad2621f0-d5006-8bdd-bb6c3-1e788f3246|0
ad35e9a0-3b2dd-6e88-21114-5870869feb|807
ad610e5e-e0095-2070-5e045-4c0f154ab7|1039
ae29dab8-b945d-2934-5f3e7-59978d58d6|13487
ae4cc5b0-82664-662c-615b9-3de77e0f14|866
ae57d5b2-c4e2e-320e-d5a72-fa7e16314e|346
ae779fb7-7975c-80be-d0feb-12efdb4395|1590.55
aea08198-29b2-4534-9686-fffafd1a71e9|4463
aebca6b2-57d99-bed3-bdad2-cf34b7d978|475
aebcdd88-8ea6f-83f2-d3739-28f7e4b68d|1010
aee82759-2bf3-4320-bdb4-f3fa4cfa8d46|2236.34
aef1e268-74ea-4ee8-a8fe-a4d456db348d|1490
af119f90-f3d9-43d0-9317-3c880f218972|1795
af32065b-35b1e-1fe9-c2777-c025d26a9f|1075
af3f3b7c-13e56-1af7-29aba-95d3c95fde|1975
af627832-02945-dfd8-1446b-2f5c3dc365|1370
af62a5cf-7835-4140-aeed-c7b529b56494|1098
af825d32-1d17-4f86-b79a-3988ec85dbd8|500
afc4394d-7488-4173-89ec-497c8c03d7c4|1870
afd28384-c9b5-451b-ac08-35896a210656|3243
afe0c1ea-ea93-4973-bac3-7955d211b5ad|1662
b0189bee-0a367-3800-a46a8-f302d20c53|475
b02a99e2-317ee-8fd5-89479-5020c6050d|1515
b0740110-07bf-4143-8a44-f9d39c28151d|509
b07d8927-59251-6cab-90324-e7940febb1|537.76
b093a05f-0476-4cf9-8056-474f1f049d43|850
b095bf2c-169a4-4a45-9e318-90a0dbb2eb|400
b0b4ca88-05fd-407f-b5c6-24671f2d066a|1480.34
b10f6e2d-bf175-a16f-94b8a-9bc283f56a|4740
b141ae0e-fb127-3680-b336b-209d474f74|176
b14379b8-35e0-4ace-9c5d-66fd4133d36e|1939
b1580d5a-a3bfc-5f15-9af10-1d4a5db1ec|7710.6
b1c3cff2-e13f-4bfe-a05f-fe22bca525c6|500
b1ed2480-428f-4964-b337-869db55a81a3|2010
b218bdce-f212-4438-b44a-711d3ea6a82b|495
b22a46a3-4c1e9-e96a-9847c-29698c8dba|603
b23f5810-b3e19-4adb-527c6-312e9e87b4|0
b244cb11-f8bc-4002-81e1-e8c79f1a9c3d|2794
b24d9cf7-67c02-1664-bedba-3777aaa0b5|6084
b25e458d-6e7ca-b65f-48c98-65fb0c1211|2471
b26fb686-ca430-bb3b-06cad-864ebbafe5|3079
b26fcebe-f14eb-4175-613f9-ff6eef25da|1595
b272cdf5-88b57-1e83-5e4bd-48c548d9fa|984.06
b2b4297f-2fcbf-3d40-53d9d-f6fb3a0611|4998.51
b2c46a75-6359-497a-8160-92d585324b02|19768.75
b2dd3c3f-59ce-45ed-b0a9-84feb67aeb73|748
b2dfade7-5e45-446b-a5b7-173882637405|7219.76
b32feb54-03b2-48a2-9377-56c502626afe|1249
b33465bc-087f9-f907-daace-562b81f3d6|11687.19
b36e4aca-682ae-8f4f-fa90b-07ce996131|2151
b381d2bf-a52a1-e1ba-e2a93-62a40beb07|2730.08
b38d5d58-acf1c-29d1-b6d1b-5e34601f9f|950
b3ce335c-7b251-d6f0-9b4cc-9a6f16268d|4068
b3e76fcb-c3138-f98d-61d09-4fa491bba9|832
b40e1451-a6f4e-7a0e-c51cc-5574c61025|11965
b4158132-cb60-4629-8439-385123d121d4|1623
b458703d-a81fe-a1b9-ad7ea-0bcc306e32|11828
b45a289f-1dc2-430a-80f5-32e04a32b86f|1035.8
b46edd7a-4adcb-bf2f-53691-00b17a27ed|0
b480f872-570a6-40b4-9bfd1-5c20e705c9|865
b4bf654e-6c0f-45a4-8c1c-6f4a82e0c599|885
b4c00500-e7c9d-60c7-5cd5b-0bdeb5bc96|4512
b4c3b2be-9a3c4-d980-31c39-26afcdc221|6933
b4d3d154-82e17-3b0f-78f05-92ef253118|900
b4e01e2b-cc7cc-4d9e-e73a6-16bfbc53bc|2327.62
b4f44354-375b0-9b02-20cd6-6500974693|8218.57
b51a1313-c5209-b903-da2fa-68b672f71d|1284
b528f445-757d1-63fe-46616-553742f760|654
b52f0825-28d4-4e7f-b8a8-aa7b0538f170|9487
b54cf7b8-fd0f8-5fc8-2fecd-ad2849cd69|0
b5626ef1-61e29-956c-e9315-88007e58cc|0
b56683e4-ca83-4105-9949-66211b355e0f|0
b574d566-b86a9-3acd-376c2-7a32bb37c0|5970
b592dcc8-44cac-48c4-1f32d-50eddf8679|1843
b5cca367-5641b-7c7b-d2908-a2851ebbc6|1246.06
b5dd0547-a0a60-6448-a5f56-818331d3d4|2884
b5df994f-1201c-f031-e463c-423f394319|738
b5eb0229-16dd8-8a95-a0cbc-cc1f55540a|1000
b5eca563-2da9a-228e-5d49e-35575f8f6e|732
b6189824-acbe-43d9-b5e5-b68c0f096c27|400
b61d2194-f6cf-4504-93b5-11468eb14167|2484.98
b629a784-d2b12-87a4-c6c8d-6ddae8d1bc|2005
b62b070e-ea094-5bb7-44818-d046f7622d|40482.47
b6303da2-6ce57-764d-2cc0b-c9ef4bca03|500
b63c639e-fc82-490f-ad0c-d33c702dd57f|3331
b64de6d1-6803-4d45-beb6-4bd980751508|2934.75
b656fa9b-e280-4d38-b9f0-c1b729ee4ddd|18933
b65bb208-815ab-aeee-d4c4e-b2c29d93e3|4044
b65fc3aa-dffc9-c882-09ff4-09199b4d62|644
b6841fd3-9c193-a480-417c3-9ec1ba00e8|1662
b6e89690-26025-59d8-096b7-37424b5fb5|9450
b6eccbd3-7495-4583-9a8d-570ceb15edc3|475
b6ed6c04-349aa-723f-1e48f-b0a5ddd9bf|2405
b6efffa7-dfc9-4560-8977-3d25a1cb5698|1780
b6f65eb3-4665-470a-86de-4d968545bb06|871
b6ff64ab-236e4-9e8a-5b2f8-c1c76dae68|978
b705b8cc-12cc2-4fd9-71340-675a14a36b|1558.06
b72442d4-65b2b-24a5-b38df-ebdba9821f|3492
b729ef1c-8663-47d2-a8d9-f0ab03e6aad1|500
b764b7d9-cdbb-4f5c-abf0-c3e960a1feef|3368.09
b7698813-e82ef-eae6-ca511-75c3361be8|350
b7bcd7d9-6316-4802-8d18-a1684fb4afec|1477
b7cdff84-268e2-9b7d-e628d-a2245173d5|1515
b7d48f67-2b81f-4c3e-df55a-ae3107d8bf|9978
b7e2f15b-4d9fe-31f9-089f4-237d38eb22|855
b7ee56d9-c93f-4700-aece-c7a0bb88a0eb|4056
b7f958bf-58e37-b0e2-7393f-207a2ff980|800
b7ff5c50-60805-e243-b3fe6-e3d7d7934a|643
b82356da-9b5e9-f6fe-3df96-831e2c5ce6|654
b84b19a2-9cf7-427e-94e1-ba200da4d85b|0
b84f170d-06b0-40f3-b475-d7407202a6c6|1042
b889ddea-1ceb-4684-b21b-231ae6c65658|701
b8a72e16-77bc-410c-93e6-6cef7d0cccf3|2546.94
b8c76847-c4321-9a8b-ce5ef-130b90b4b0|1670
b8e17d39-3269-4313-8c29-415eb700decf|3174.37
b8f91077-3e761-30c0-8b7ca-136ea9d479|576
b91cff76-a8c3-4bb6-87a0-0bc367855384|0
b92d35c1-7a848-f7b5-08092-9a65c512eb|1322
b9333b39-28590-0838-bc66b-2a16a1b33e|7083
b938b80c-48d3c-8a29-deb8d-901b2be011|6703
b93f4d3a-0519-442e-b060-bc9743b3ff60|5970
b997b157-034c-4fb0-abb3-7e6fde9a4aa8|256
b9a3a098-1e5a-4b00-b7d2-c8f159a7a738|3347
b9abb232-781a1-29e9-2cefb-547c5d77c7|5613
b9b3cce9-d4f4-4b57-b526-8de7e494714c|1023
ba03b2b0-ba854-9d5a-de631-34f8ba6442|2484
ba134374-20e00-d1a6-f9cd5-489f93bad5|500
ba1f7c27-4090e-2a9b-e17d0-8b7780f74b|624
ba371220-36347-2292-3b6d9-bad9d285eb|644
ba39d266-911a-44a4-80cd-c15bc36c502a|1541
ba39fff5-cd5b-4ae4-a386-bb0ed60f4c1f|548.27
ba527043-13227-5574-e7648-446f25deba|500
ba573f4b-2b8b5-f1e6-24bca-213e2c468d|0
ba5e5f60-435e-4b9c-9639-72ab6f6c17a8|1314
ba61af20-f35c-4699-a737-05f02d7af6ac|500
ba8b17e1-ee583-bd09-070cd-eb68ebf0e8|3395
ba99d0e8-d0391-8de4-43d4d-5fad5ac93a|1507
bacc9f11-ac67-4ff5-a09d-25d12251c5ef|600
bafb8ca5-acb0-440c-8a52-c83ec9929582|712.25
bb29af7f-5c027-f045-17607-7af68a564d|913
bb71ac4e-666c8-9105-8d357-60c8f6052f|550
bb9d6f07-cc820-2ddf-be739-6f469a7a0a|350
bba07db9-72de6-8204-a025b-d1e4b3feae|4894
bbc39176-b860-436d-bf41-732385af46b3|1444
bbe43ed1-24a7f-ac42-6d84c-4f5ff5b8b9|475
bc3e999f-a876-4726-be25-17a7f9446f71|505
bc571c7a-931d-438d-910a-a284a2060be9|1329
bcab78a9-1f1ff-a4f5-aea79-4e9cf64cd2|2050
bce015a6-446e3-61a8-70f3a-435f529e2c|20185
bcfa8fb9-a1bc9-207d-46041-4ea85da4fa|500
bd0af9d5-5c55-4b32-a047-a9de7394de84|495
bd23462c-c3f9-47d0-8a13-dcb6e9198637|1189
bd3c1979-76b6-458f-965e-ac346b8aad26|2423
bd4f0ed2-7720-48ec-896f-c136fc3b6adf|350
bd6b9de6-93312-802e-baf30-edd16914ed|850
bd883335-a67f-41f3-8904-58283197b885|1000
bd8a5e25-ebbbf-d665-f8c78-38f9487848|550
bd9b0337-b8b8d-324e-c0a92-12648a89e5|652
bd9ec99d-530a-4e91-8d62-3fc9736917a5|530
be6ea5a0-da538-bfec-0b344-1a66d50231|586
be7d0523-7f5cc-6344-79abe-f74218558d|350
be9dd7a8-04889-66dc-66bf8-9cb521bbda|1178
beeb6d18-bb9a-4da0-af24-d159ffa984af|500
bf08c076-bb39c-fdbc-3468f-85e2e9a758|1000
bf32afba-b094e-8767-873ad-6d9844b310|260.91
bf43e29e-6263-4eeb-b912-a7e6c7bc0b41|350
bf45c1e5-ae76-4884-b7c3-6ce132ed264b|1013
bf65cfe9-c58de-3806-39ea6-7d269c1530|7794
bf68dd36-7dc94-0f5d-ebad4-19c0cdcdc7|2442
bf71fda7-43dd-4f39-93ff-e2bce58149bd|1454.5
bf721895-d669-4cd7-b2e3-d66c92486866|7337
bfaf89cf-0371f-cbb3-553ce-6817157fdb|1515
bfbc6faa-a317-40e7-a0be-d765bcfbeccf|3567
bfc091d8-196e5-75bf-7c3b1-275ec863fa|0
bfc8ffd2-ee3f7-0231-c9b7b-e30c55978e|495
bfd1f6e0-0aa0-4cc4-8c0b-e8a37994d5cf|1075
bfe2c073-f45fd-55eb-b26eb-6df2ea5c93|1295
bfe38733-b672d-34d2-2202a-d579dc1e49|1810
bfff2804-17db-410f-b9d4-fe3856575bb2|4603
c007775c-9707e-b944-641f4-a5e3f09150|2151
c01832cf-24a5d-49c4-b77f6-0f0c6da17a|544
c04b4d0f-2ea2c-934d-1372f-b46cb684f4|1479.83
c051405e-b9193-3a40-2eca5-71ead20724|2246
c0761f77-7caec-8f64-4e275-257e0532d0|680
c08fbee8-6a1c1-6066-ed18f-71bb6cacea|15544
c0d6ea70-0c809-edbe-1a119-f1a13badac|773
c0e70d2f-0e974-fb2a-3885c-e5ee000cad|760
c10c2056-80099-ab4c-74a0a-04de6a23e0|1289
c13005fb-d6dc-47f4-a180-1c4951c0db02|10322
c1476e58-06db-4feb-86f4-ec715fb4c33d|374
c152d329-73b78-7d36-814a8-b518dc7082|470
c157cf25-3c93a-0d31-842af-ad003f79ca|500
c1839a85-b5f5-4fb4-aae3-27688361fa4a|636
c1a2015f-3f3b-404f-8f85-fde1f4db8a47|1420
c1b3950a-7124e-bbac-c0b10-da1f5dca72|3463
c1b599bf-83354-b808-fb573-21f1675053|844
c1bba3d5-de47-48c4-9985-1bf492f81211|3360
c1ebfd63-a8e1-4b75-a191-27a6b836f648|3005
c22ccc61-46d0-4f77-ac07-fba724569f57|4648
